#{"t_start": 1731884715.828136, "env_id": "None"}
r,l,t
72.509078,1001,31734.857247
75.387494,1001,31766.310982
73.405307,1001,31795.863737
75.212728,1001,31824.901934
74.146231,1001,31849.306669
74.09449,1001,31866.722103
79.356621,1001,31884.913506
76.871757,1001,31902.733413
77.100833,1001,31919.777865
44.7253,1001,31939.15368
75.803214,1001,31964.042995
48.421673,831,31977.371228
75.480103,1001,31993.775736
70.258374,1001,32009.563886
74.968536,1001,32025.763578
17.80331,409,32032.699099
18.345882,417,32039.593578
75.790111,1001,32055.431412
73.524728,1001,32071.349014
59.151574,1001,32087.234295
74.868531,1001,32103.193857
70.647017,1001,32119.500612
80.176214,1001,32135.626327
60.146982,1001,32151.559376
28.937749,1001,32167.552628
70.417492,1001,32183.121903
74.940545,1001,32199.692042
74.873722,1001,32216.351369
71.280273,1001,32232.454967
75.410199,1001,32248.324433
73.418333,1001,32264.373457
74.476602,1001,32280.653576
74.524576,1001,32296.58602
43.365236,1001,32312.736677
75.62808,1001,32329.660228
72.114353,1001,32346.086113
68.288324,1001,32362.024236
67.522058,1001,32377.946383
71.779572,1001,32394.485937
13.645358,244,32398.754511
15.112572,236,32402.85081
68.506357,1001,32418.81921
63.010665,1001,32435.348761
68.200832,1001,32451.585034
68.548471,1001,32467.906932
67.980981,1001,32483.939953
37.845485,579,32493.730277
73.874955,1001,32510.115046
69.568621,1001,32526.326011
75.874129,1001,32542.294682
0.013651,1001,32558.273704
71.629353,1001,32575.234747
73.774112,1001,32591.711955
68.82504,1001,32607.825586
72.988138,1001,32623.534466
67.795079,1001,32639.650115
69.682265,1001,32657.076401
65.940554,1001,32673.145342
69.649103,1001,32689.184759
76.512058,1001,32705.570139
24.046366,1001,32722.237037
69.688928,1001,32738.244257
71.739133,1001,32754.210625
68.003517,1001,32770.02638
70.881303,1001,32785.912025
69.398074,1001,32802.264822
66.743982,1001,32818.376748
69.228964,1001,32834.695015
73.85356,1001,32850.537256
75.907847,1001,32866.934257
72.351907,1001,32883.53533
67.321732,1001,32899.62442
60.707187,1001,32915.587454
70.50358,1001,32932.05012
62.552125,1001,32948.233415
70.123358,1001,32964.789772
63.093819,1001,32980.89106
68.390115,1001,32997.722942
14.405242,244,33001.9149
67.239661,1001,33017.700616
12.811724,224,33021.634504
73.739626,1001,33037.585928
65.867572,1001,33053.888918
67.6155,1001,33069.987887
69.560811,1001,33086.659426
71.483624,1001,33102.777514
17.761255,266,33107.40955
73.225695,1001,33123.545537
69.624651,1001,33139.429935
65.949475,1001,33155.874576
71.261178,1001,33172.26431
2.654714,60,33173.606063
0.498772,74,33175.178102
4.605903,220,33178.883142
61.147676,1001,33194.768174
68.270993,1001,33210.246278
68.425035,1001,33226.007992
68.794564,1001,33241.590816
53.942423,1001,33258.402318
74.935464,1001,33273.779415
67.305995,1001,33289.42335
65.479443,1001,33305.249833
61.733822,990,33320.873788
39.15846,1001,33336.893926
67.449452,1001,33352.858794
45.189926,1001,33368.392473
67.010914,1001,33384.223057
73.209102,1001,33399.973138
72.621248,1001,33415.489156
69.572387,1001,33431.087498
70.741549,1001,33446.814946
19.037107,715,33458.058909
4.161742,116,33460.278266
4.245954,108,33462.29705
0.229878,79,33463.910609
0.05447,79,33465.505864
0.153454,83,33467.214664
0.170235,64,33468.758212
0.033617,60,33470.139441
0.190873,68,33471.568442
0.025101,70,33473.050413
2.062914,338,33478.640891
0.121428,158,33481.450418
0.559498,348,33487.114662
0.018508,73,33488.610233
0.747842,248,33492.757306
0.130336,306,33497.751995
0.412127,135,33500.245024
0.09476,1001,33515.954829
2.731266,1001,33531.666307
4.145313,1001,33547.50472
0.702555,1001,33564.281219
4.975476,1001,33580.535944
2.912953,91,33582.291414
51.08202,1001,33598.085429
1.760779,76,33599.645816
3.156399,91,33601.409128
56.48937,1001,33616.77567
7.759336,180,33619.907942
6.995406,160,33622.693387
72.8424,1001,33638.198912
15.433013,277,33642.841679
74.569097,1001,33658.460384
10.138676,220,33662.205378
0.035104,98,33664.100408
5.209747,136,33666.66919
69.1746,1001,33682.047555
3.663515,324,33687.311483
22.056498,360,33693.106967
67.041867,1001,33708.705271
72.92199,1001,33724.215848
58.839045,844,33737.735715
33.450982,1001,33753.754748
9.445432,759,33765.712403
70.226036,1001,33781.640089
13.573902,1001,33798.796021
79.732343,1001,33817.252382
68.814018,1001,33835.336292
76.137589,1001,33854.410908
14.537523,741,33869.122209
70.558759,1001,33886.921982
78.311653,1001,33916.038689
78.665039,1001,33946.7228
81.080129,1001,33974.179798
70.571988,1001,34001.347151
73.162746,1001,34028.129004
70.211926,1001,34056.813046
79.076397,1001,34083.805157
54.238813,1001,34112.055022
72.800208,1001,34140.573882
66.891168,1001,34167.690996
60.707097,1001,34195.905454
77.662325,1001,34223.04894
13.282289,1001,34251.428009
74.174813,1001,34275.863983
5.460582,535,34285.115708
4.823224,277,34290.631603
71.779762,1001,34308.520296
6.127044,276,34317.29682
73.358016,1001,34344.115391
65.407238,1001,34372.456967
71.062965,1001,34400.62059
65.213962,1001,34431.090529
73.718487,1001,34460.376384
73.853783,1001,34491.361776
74.979788,1001,34519.812609
58.768507,1001,34539.980006
68.465061,1001,34565.494152
67.099823,992,34594.861628
69.263312,1001,34624.024603
11.336811,213,34630.365597
58.965398,1001,34657.563835
72.211164,1001,34687.616083
69.165013,1001,34718.035743
73.55175,1001,34746.953746
2.045913,291,34755.972163
0.055235,206,34762.45611
0.070241,199,34768.145689
0.233503,1001,34798.009142
0.017222,1001,34826.238821
0.004781,386,34837.798487
0.0,1001,34867.531165
0.0,860,34894.611367
37.910846,605,34912.404396
12.629501,506,34928.702842
52.948428,785,34952.789067
72.863403,1001,34982.496672
64.948139,1001,35013.264371
72.588532,1001,35042.491931
69.280643,1001,35071.714114
56.156805,1001,35100.924653
66.165232,1001,35131.537719
2.692843,145,35136.713645
19.682957,601,35154.563785
7.066535,181,35160.508515
66.466512,1001,35191.017886
4.613548,342,35201.57163
76.379044,1001,35221.618098
35.85307,594,35231.959398
67.71916,1001,35255.12667
3.144011,336,35264.100624
73.920719,1001,35289.811779
63.942241,1001,35320.031114
67.640736,1001,35349.769339
68.753179,1001,35380.506624
47.711882,1001,35411.303871
65.673613,1001,35442.962425
54.52477,1001,35473.117619
28.175145,990,35503.017829
70.55644,1001,35530.033549
61.956527,1001,35556.785987
60.50501,1001,35585.744464
71.906036,1001,35616.048067
59.582445,1001,35645.713018
62.575934,1001,35670.86784
49.888573,1001,35691.063624
63.829248,1001,35718.116247
76.571653,1001,35735.244414
60.028682,1001,35752.723902
63.017989,1001,35770.445115
53.427657,1001,35787.423299
66.365676,1001,35805.2163
43.435167,775,35819.721667
61.778984,1001,35838.34622
51.471895,733,35851.253157
75.265866,1001,35868.874392
8.067602,157,35872.000994
73.395171,1001,35890.173396
69.873194,1001,35907.375797
56.497608,1001,35924.996264
64.426279,1001,35943.376655
68.343184,1001,35961.063833
67.775052,1001,35978.377018
63.404824,1001,35997.925391
59.967383,1001,36018.084068
68.165776,1001,36037.113373
63.544527,1001,36055.000577
63.551176,1001,36074.354687
64.43776,1001,36094.895108
62.499138,1001,36115.797921
75.876257,1001,36133.570631
61.604419,1001,36150.757493
66.102458,1001,36169.023239
63.0276,1001,36187.871111
59.102324,1001,36207.390748
63.801493,1001,36225.551852
65.025291,1001,36246.227065
46.878955,1001,36267.145849
62.227128,1001,36293.174643
76.090472,1001,36317.885048
70.512802,1001,36347.142019
64.358809,1001,36370.056339
61.781349,1001,36393.668734
64.520728,1001,36416.4107
69.649901,1001,36437.909787
48.471392,1001,36457.217668
66.722554,1001,36474.665448
69.910461,1001,36493.378513
67.012836,1001,36511.49697
61.390981,1001,36529.823176
60.733987,1001,36549.237286
12.019398,271,36554.545058
58.157269,874,36570.799795
66.763424,1001,36588.869773
9.27736,143,36591.870666
63.137639,1001,36610.345651
71.682258,1001,36628.482228
67.03585,1001,36646.762011
18.616426,302,36652.338427
66.71204,1001,36670.12833
63.384019,1001,36689.026606
60.95128,1001,36707.563069
21.589407,370,36714.521042
71.355253,1001,36732.176117
8.703364,162,36735.474692
60.283366,1001,36754.310127
69.342737,1001,36772.835892
68.370173,1001,36791.391302
67.189516,1001,36811.726311
7.120109,235,36817.185092
69.445386,1001,36835.971718
41.778484,686,36849.150767
5.761551,125,36851.675009
72.240115,1001,36870.21097
5.093081,138,36873.308534
56.482382,1001,36892.116656
68.696757,1001,36910.499911
66.985834,1001,36932.114236
18.103922,334,36939.577763
50.488621,1001,36961.993136
2.824568,117,36965.02789
58.128525,1001,36985.48056
61.32794,1001,37005.749008
2.895084,209,37010.594352
70.298901,1001,37030.415143
36.376196,1001,37052.116168
54.650788,785,37070.820869
4.08354,171,37074.420869
5.57269,200,37078.420159
1.74335,133,37081.111212
13.526963,291,37086.5992
24.296112,613,37097.074278
54.13796,1001,37117.8068
3.423435,146,37121.350078
64.987796,1001,37145.021957
66.065206,1001,37174.815026
63.415806,1001,37203.672178
69.939866,1001,37228.864539
75.917513,1001,37256.462976
67.221035,1001,37278.913522
69.314472,1001,37299.767293
62.497024,1001,37321.252318
16.872076,279,37327.453251
59.047171,1001,37350.509636
1.553011,93,37352.770141
27.96316,1001,37373.505813
70.787531,1001,37390.503621
1.383125,86,37392.358734
68.2231,1001,37410.438193
4.230559,259,37415.281701
45.694489,968,37433.810208
75.177952,1001,37453.804704
69.00026,1001,37473.562756
2.25185,1001,37492.123087
70.992531,1001,37514.728959
48.821348,1001,37541.434072
72.278754,1001,37564.643655
2.585446,80,37566.806323
65.591963,1001,37588.852877
64.519925,1001,37610.988904
67.439736,1001,37632.643612
77.525239,1001,37654.347636
4.337679,127,37657.540979
70.354417,1001,37679.408052
67.873813,1001,37704.451937
61.922573,1001,37731.447912
71.925336,1001,37758.454228
74.719325,1001,37780.58808
68.193969,1001,37797.938778
65.605523,1001,37817.501783
6.832439,1001,37839.777534
74.554186,1001,37866.743078
71.442889,1001,37894.618653
73.007377,1001,37924.583807
66.577959,1001,37949.726642
67.29658,1001,37972.061273
66.423313,1001,37989.354574
63.504108,1001,38010.294919
3.852203,124,38013.045614
38.91957,579,38026.246551
64.247599,1001,38050.978765
1.383749,412,38059.445163
67.50301,1001,38082.487231
69.366789,1001,38110.287602
68.929428,1001,38137.116865
75.533329,1001,38173.594117
73.929646,1001,38208.12981
70.172734,1001,38242.291025
54.12997,1001,38272.494322
57.685803,1001,38301.786401
69.310797,1001,38318.69192
64.909257,1001,38335.652867
66.954839,1001,38353.701001
72.871563,1001,38373.493854
63.511939,1001,38392.99572
74.308054,1001,38412.652589
67.333665,1001,38434.504324
70.528012,1001,38456.995375
27.819513,440,38468.179939
59.731271,1001,38490.667654
63.373301,1001,38511.542484
64.519148,1001,38534.420007
62.224956,1001,38555.509062
71.776844,1001,38577.091031
62.441736,1001,38599.135422
66.433679,1001,38621.370583
73.180557,1001,38644.771442
68.918882,1001,38672.075037
37.698296,1001,38703.67014
68.643258,1001,38726.815149
70.631918,1001,38751.84852
57.87774,1001,38775.932294
42.276012,715,38790.131024
68.198605,1001,38807.174687
66.811146,1001,38824.670016
56.675822,1001,38842.661926
61.422811,1001,38861.23764
69.850052,1001,38879.636578
53.416195,1001,38897.965579
67.571894,1001,38915.278427
10.60745,922,38932.927172
69.072768,1001,38952.308955
73.513314,1001,38970.689749
70.406528,1001,38989.025775
62.097255,1001,39006.694719
0.440901,86,39008.619623
53.361368,1001,39027.011923
68.986832,1001,39052.563929
40.022913,1001,39069.60217
8.617917,374,39076.163862
60.447511,1001,39096.707237
65.931704,1001,39115.262159
74.787317,1001,39135.626143
42.861052,1001,39158.860973
45.256601,1001,39175.772536
71.690116,1001,39195.583621
61.375456,1001,39218.744514
63.254493,1001,39237.584693
1.164918,58,39239.145832
71.183456,1001,39265.019737
67.404848,1001,39289.359389
29.277646,467,39307.421523
26.277833,1001,39334.762248
51.028356,1001,39361.453433
67.904917,1001,39383.947739
69.70481,1001,39409.578763
35.386382,515,39420.992664
66.824137,1001,39443.566509
70.593989,1001,39466.487825
64.325046,1001,39492.785714
36.138428,1001,39514.620688
62.319632,1001,39538.025344
69.748516,1001,39560.861257
3.219996,98,39563.798244
62.26946,1001,39589.395535
65.883215,1001,39615.000722
64.000103,1001,39641.275639
62.154908,1001,39665.754309
3.123552,93,39668.417337
56.816415,1001,39692.689835
72.856477,1001,39716.65282
64.341334,1001,39739.706329
65.243827,1001,39763.144113
70.052144,1001,39787.607686
58.54075,1001,39811.297042
38.34277,1001,39834.737353
57.993832,1001,39864.782169
68.527563,1001,39887.208903
