#{"t_start": 1731442086.092025, "env_id": "None"}
r,l,t
22.717304,612,8445.258474
38.237072,1001,8466.617541
11.110086,184,8470.913773
34.985195,1001,8491.728287
11.403384,275,8497.777465
6.531928,121,8500.818375
39.595523,1001,8521.861143
44.570658,1001,8543.042069
51.778484,1001,8567.650655
40.194586,1001,8588.855349
57.320797,1001,8610.281008
61.143737,1001,8631.566212
68.117895,1001,8652.633451
38.190042,1001,8674.108222
17.455336,366,8682.159866
5.509802,205,8686.888462
23.839583,1001,8707.991292
26.363405,1001,8730.232821
25.82335,1001,8753.820646
29.174759,662,8769.597757
55.397363,1001,8791.323949
43.804514,1001,8812.717962
42.09012,1001,8834.07477
7.538489,1001,8855.628391
16.156181,318,8863.377859
12.552206,217,8868.431309
53.743561,1001,8891.027684
47.352889,1001,8912.407579
44.003855,1001,8934.448387
25.109271,878,8957.01284
16.305921,1001,8979.558656
19.383131,1001,9001.443606
50.297116,1001,9022.667758
62.399874,1001,9044.262541
64.014886,1001,9066.599911
27.105303,480,9077.226307
55.210095,1001,9098.84166
54.081095,1001,9120.90828
0.346063,127,9124.36682
9.480622,537,9136.638111
0.002167,82,9139.481485
0.0005,52,9141.411899
2.96741,305,9149.762797
0.648097,173,9154.705173
0.797949,109,9157.461335
0.039875,73,9159.531233
0.023651,94,9162.059169
0.006363,66,9163.972741
0.122586,299,9170.777364
0.002554,71,9172.79086
0.038914,1001,9195.084535
40.215683,818,9212.709175
19.739673,1001,9234.486286
7.079132,168,9238.618583
45.428609,1001,9260.983076
62.777151,1001,9282.662164
61.298444,1001,9305.41358
59.187327,1001,9327.653085
60.704549,1001,9353.49714
57.241565,1001,9375.536563
63.381094,1001,9397.806944
43.97789,1001,9419.797758
65.862395,1001,9441.721189
62.692519,1001,9464.132545
10.357969,1001,9486.338891
45.324727,1001,9508.533723
23.052928,428,9518.948223
68.977093,1001,9544.707623
69.318821,1001,9566.971166
71.848544,1001,9589.614328
61.50267,1001,9611.690951
59.783433,1001,9634.220113
68.302559,1001,9657.11531
73.218628,1001,9679.324088
68.343185,1001,9701.606584
75.404878,1001,9724.926407
76.773102,1001,9750.635691
72.474061,1001,9773.127127
66.562097,1001,9796.494821
64.98342,1001,9820.846859
69.884318,1001,9847.185818
63.169375,1001,9870.225507
64.925905,1001,9893.166075
71.663842,1001,9916.138077
68.368592,1001,9942.558101
71.36811,1001,9965.147806
69.957321,1001,9987.940087
64.370637,1001,10010.398012
74.997779,1001,10033.319648
65.497756,1001,10056.269
65.799921,901,10074.092455
47.480648,1001,10092.672781
73.472789,1001,10111.42984
75.537597,1001,10132.51603
71.513504,1001,10151.008987
54.232797,1001,10169.68118
71.579673,1001,10188.832241
68.599999,1001,10207.386155
59.66919,1001,10225.845289
58.414222,1001,10244.811718
54.504818,1001,10263.137096
71.709629,1001,10281.623463
44.816989,1001,10300.016593
64.341036,1001,10321.141194
66.37873,1001,10342.561979
71.263629,1001,10363.470133
69.57768,1001,10384.046373
73.084184,1001,10404.799609
77.834805,1001,10425.932726
65.983116,1001,10446.615055
76.012381,1001,10467.624239
70.082137,1001,10488.809009
76.314306,1001,10509.886986
74.685856,1001,10530.686933
76.278284,1001,10553.092937
65.856436,947,10570.918054
72.529988,1001,10589.333683
69.279185,1001,10607.545971
67.376274,1001,10625.971578
71.239471,1001,10644.998282
72.406064,1001,10663.977534
74.350068,1001,10682.465649
51.168795,1001,10702.144674
54.98062,1001,10720.913772
71.430836,1001,10741.229701
10.880132,263,10747.299262
70.18859,1001,10768.097095
77.344791,1001,10787.9029
71.465122,1001,10808.985887
67.486658,1001,10830.12809
74.423786,1001,10852.729779
68.350323,1001,10873.910013
70.278843,1001,10894.868059
74.895798,1001,10916.082637
76.848682,1001,10936.585684
73.655751,1001,10957.711396
77.506049,1001,10978.762175
68.189386,1001,10999.439277
17.828467,290,11005.69309
69.019218,1001,11026.516186
71.424878,1001,11047.55945
71.549876,1001,11068.417724
76.226239,1001,11089.074404
65.337678,1001,11110.074208
76.838621,1001,11130.99436
71.925044,1001,11152.048
64.919999,1001,11172.866854
43.469231,590,11185.423133
74.780573,1001,11206.30501
70.237731,1001,11227.338422
71.784436,1001,11247.852995
78.117037,1001,11268.825022
71.718159,1001,11290.079911
73.167502,1001,11310.930335
61.571382,1001,11331.491375
74.917695,1001,11352.35814
63.677911,1001,11373.404959
75.97219,1001,11394.156785
71.078156,1001,11412.689943
77.016573,1001,11430.950723
63.559503,1001,11449.867746
74.12583,1001,11468.496373
77.460117,1001,11487.756386
70.756075,1001,11506.873395
71.2035,1001,11525.749894
78.104825,1001,11543.582683
74.30014,1001,11562.225535
54.649784,1001,11582.53726
69.574777,1001,11602.571947
67.773123,1001,11621.040578
56.590756,1001,11640.897891
21.1071,1001,11659.259161
7.223015,362,11666.545017
3.403827,195,11670.502676
0.019837,390,11678.036202
0.008045,109,11680.462097
0.073665,1001,11699.380127
12.256056,1001,11717.805025
27.060823,1001,11737.166925
55.262447,970,11755.137018
68.360735,1001,11773.767437
63.738755,1001,11792.845034
72.550512,1001,11811.336234
69.944234,1001,11829.784055
29.657914,456,11838.377554
66.120684,1001,11857.077029
21.716826,300,11862.958698
54.811324,1001,11881.679605
69.592502,1001,11900.395161
39.380636,609,11911.52456
73.029894,1001,11930.164161
76.987523,1001,11948.978865
77.300256,1001,11967.866047
73.981018,1001,11986.133408
65.53002,1001,12004.576734
75.424359,1001,12023.35279
67.02754,1001,12043.207272
73.694781,1001,12064.387617
77.530325,1001,12083.009487
76.648932,1001,12102.169682
78.758316,1001,12120.5657
75.667889,1001,12139.03575
76.294131,1001,12157.435869
75.077051,1001,12175.550041
73.540615,1001,12194.007859
70.984479,1001,12212.58186
71.269887,1001,12231.571457
73.983322,1001,12253.076688
77.012015,1001,12271.128166
75.133124,1001,12290.842703
78.968027,1001,12309.285838
75.165933,1001,12327.81756
10.814652,198,12332.762136
76.084348,1001,12353.854419
74.776006,1001,12374.857644
77.711516,1001,12395.545151
76.732877,1001,12416.335319
77.501265,1001,12437.389332
76.131996,1001,12458.379286
73.692902,1001,12479.031112
67.137977,1001,12499.957588
74.042227,1001,12520.785312
73.838966,1001,12542.130569
73.955896,1001,12562.835301
75.45703,1001,12583.655252
61.219369,1001,12604.745361
71.432404,1001,12625.704451
77.474114,1001,12646.372396
64.530872,1001,12667.31566
74.765022,1001,12688.235926
72.527521,1001,12708.85065
65.006648,1001,12729.651881
69.304709,1001,12750.478313
73.488391,1001,12771.286338
72.791551,1001,12792.123718
62.470872,1001,12812.859988
62.933259,1001,12833.803523
74.639301,1001,12854.524257
60.970351,1001,12875.111843
68.626797,1001,12895.794579
35.912842,621,12909.196238
73.045397,1001,12930.282204
75.669372,1001,12950.979031
73.14593,1001,12971.626405
70.606832,1001,12992.706367
68.879412,1001,13013.686808
69.200414,1001,13034.499992
73.767008,1001,13055.2643
64.040622,1001,13076.457122
73.538084,1001,13097.380991
74.872863,1001,13118.031938
37.789086,1001,13139.037897
12.268539,236,13144.587718
72.156844,1001,13165.297678
72.600241,1001,13186.094571
74.555595,1001,13206.688217
71.426325,1001,13227.724985
76.898589,1001,13248.148619
76.135757,1001,13266.114783
68.115531,1001,13283.81715
78.041084,1001,13302.385792
15.115636,291,13307.78371
66.825738,1001,13325.438008
71.201151,1001,13343.581537
71.591857,1001,13360.794633
78.089852,1001,13378.138392
76.666209,1001,13395.875068
74.101994,1001,13413.589456
74.361838,1001,13431.44716
76.509271,1001,13451.653072
77.053974,1001,13470.438707
69.562622,1001,13488.196838
74.939089,1001,13505.811858
72.957935,1001,13523.700158
73.28435,1001,13542.062525
74.428342,1001,13559.255247
71.018332,1001,13576.630661
74.134815,1001,13595.348783
52.301058,1001,13613.256048
0.0,90,13615.305695
0.000933,1001,13634.795905
0.0,1001,13653.578429
0.276982,1001,13671.979478
0.082987,549,13682.003221
0.062433,1001,13699.405401
0.02425,1001,13717.17115
0.00987,83,13719.081043
0.037947,1001,13737.52453
4.922661,1001,13755.382568
3.372775,780,13769.133114
19.635782,1001,13787.218776
60.501598,1001,13805.552624
66.264692,1001,13823.873801
18.022726,290,13830.636281
58.94163,1001,13849.051462
46.415124,1001,13867.30252
72.013557,1001,13885.401444
67.644214,1001,13903.387504
64.579047,1001,13921.399581
36.32638,657,13933.672209
69.590583,1001,13951.279895
18.409708,1001,13969.360753
75.246047,1001,13986.747481
76.112068,1001,14004.274813
71.000364,1001,14024.531136
75.359794,1001,14042.877228
73.558379,1001,14061.076628
46.866902,678,14073.467944
49.720961,1001,14090.99446
41.13882,666,14102.654266
2.189988,1001,14119.978194
29.892287,1001,14138.977919
69.747699,1001,14157.355096
74.874371,1001,14174.745342
72.97661,1001,14193.573758
73.011185,1001,14212.413411
74.955452,1001,14231.437146
75.633473,1001,14249.082193
75.610553,1001,14267.390544
70.240177,1001,14284.874638
72.194841,1001,14303.061904
67.657132,1001,14321.001749
70.635487,1001,14339.244371
61.471868,1001,14356.790895
18.3761,275,14362.910895
65.683394,1001,14381.256347
70.627459,1001,14400.246239
71.648311,1001,14420.30256
68.14739,1001,14440.053047
70.183668,1001,14474.053849
60.954033,1001,14501.035659
18.989375,289,14509.668197
74.077664,1001,14531.648501
45.263466,664,14546.94384
44.649662,664,14562.214722
8.163612,214,14567.34271
13.448891,224,14573.418354
76.338875,1001,14595.654296
29.034672,1001,14618.298968
14.060785,327,14626.042423
71.136834,1001,15654.316164
45.652088,1001,15933.068854
74.104943,1001,15962.342578
63.982837,1001,15992.429655
56.015616,1001,16019.016396
72.560084,1001,16044.927118
71.606188,1001,16071.011324
66.686961,1001,16097.63046
74.238422,1001,16124.027216
59.98635,1001,16150.604512
1.771176,1001,16177.232078
66.549977,1001,16203.05326
61.847914,1001,16228.589864
71.9838,1001,16255.186317
20.305597,377,19560.561911
14.037895,238,19566.600744
61.847425,1001,19599.768404
6.869683,155,19604.92709
24.32542,463,19617.794797
33.101009,1001,19649.076868
50.27975,1001,19676.955471
21.724339,433,19689.933005
15.885801,1001,19715.890534
69.380679,1001,23667.43414
42.810031,1001,23692.001284
58.508273,1001,23723.12586
52.285035,1001,23755.628555
76.501642,1001,23786.30328
0.434578,77,23790.074326
63.066575,1001,23820.540764
74.273017,1001,23848.015104
73.423763,1001,23874.776851
75.408269,1001,23901.052487
73.480735,1001,23930.521141
66.670588,1001,23959.505893
64.889201,1001,23990.729145
49.682396,1001,24021.696733
69.652881,1001,24054.141891
68.110711,1001,24084.39896
73.308615,1001,24113.546636
65.830406,1001,24145.007619
71.27034,1001,24173.923875
61.584921,1001,24203.672135
9.768047,277,24212.58566
0.178529,1001,24240.665926
0.016502,466,24255.170012
0.104692,91,24258.032698
0.150999,110,24261.867578
0.210417,336,24272.603745
12.456333,1001,24303.236874
42.860319,1001,24331.957242
52.084891,1001,24361.841193
27.029088,492,24375.933854
2.471619,56,24378.361879
47.988136,785,24401.986634
6.989738,105,24405.8366
3.895734,114,24409.905045
0.602519,76,24412.870941
1.053802,105,24416.596526
4.938138,143,24421.381261
66.369679,1001,24451.306354
65.849545,1001,24482.008654
66.528112,1001,24512.475963
49.319263,1001,24543.468826
54.753977,813,24567.442422
74.141189,1001,24595.977351
71.901041,1001,24624.92004
78.698968,1001,24654.571576
77.598167,1001,24683.855501
72.656677,1001,25377.794339
64.878631,1001,25398.667218
67.470371,1001,25419.145575
75.384351,1001,25441.04034
75.247669,1001,25462.389961
27.648849,1001,25484.572536
14.221522,216,25489.701769
0.089603,684,25504.820756
71.250327,1001,25527.17622
64.960977,1001,25549.223711
26.53195,393,25558.095876
31.490689,1001,25580.281001
43.840332,1001,25602.446402
0.049831,326,25610.018772
72.946478,1001,25632.236847
7.805048,148,25635.968492
2.613728,145,25639.575967
69.385296,1001,25661.827352
0.103691,106,25664.627413
13.028214,198,25669.616912
1.578939,92,25672.167552
0.014291,215,25677.329881
2.242238,176,25681.709582
59.732346,922,25702.174259
72.832523,1001,25724.882477
18.027623,300,25732.066182
0.022302,1001,25754.803788
0.018133,120,25757.958943
9.903593,286,25764.745319
0.010466,800,25782.750965
0.10943,854,25802.232915
0.014966,246,25808.219244
0.042765,1001,25830.658659
0.02156,258,25836.71618
0.0314,65,25838.633811
0.034466,119,25841.72562
0.011923,58,25843.451183
0.012778,1001,25865.687697
0.023105,1001,25887.49071
0.067753,732,25903.838952
62.093224,1001,25925.992134
73.527536,1001,25948.455069
75.341052,1001,25970.516787
0.357194,64,25972.566676
64.757785,1001,25994.87558
3.339371,92,25997.412886
32.078356,1001,26020.19755
70.549328,1001,26042.12471
62.822441,1001,26064.34511
74.660607,1001,26086.415262
71.050177,1001,26108.658536
69.061349,1001,26130.865822
